customer_id,signup_date,gender,age,city,state,acquisition_channel,acquisition_campaign
CUST024811,2025-11-03,Male,19,Vizag,Andhra Pradesh,Organic Search,Organic-YouTube-Reviews
CUST024812,2024-01-03,Male,52,Chennai,Tamil Nadu,Direct,Direct-App
CUST024813,2025-11-19,Female,24,Delhi,Delhi,Organic Search,Organic-Blog-SEO
CUST024814,2024-02-12,Female,27,Ahmedabad,Gujarat,Paid Search,GoogleAds-Brand-Search
CUST024815,2025-08-28,Male,28,Dehradun,Uttarakhand,Organic Search,Organic-Blog-SEO
CUST024816,2023-01-19,Female,37,Patna,Bihar,Organic Search,Organic-Brand
CUST024817,2024-10-31,Female,18,Mumbai,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST024818,2024-07-16,Female,30,Bangalore,Karnataka,Social Media Ads,FB-Lookalike
CUST024819,2024-05-20,Female,32,Kochi,Kerala,Organic Search,Organic-Brand
CUST024820,2025-12-25,Female,35,Chandigarh,Chandigarh,Email Marketing,EMail-Newsletter-Signup
CUST024821,2025-06-06,Female,32,Mumbai,Maharashtra,Paid Search,Bing-Search-Ads
CUST024822,2024-01-31,Female,22,Hyderabad,Telangana,Social Media Ads,Insta-Reels-Ads
CUST024823,2025-07-18,Female,30,Hyderabad,Telangana,Affiliate,Affiliate-Coupon-Blogs
CUST024824,2023-09-17,Male,36,Jaipur,Rajasthan,Direct,Direct-WordOfMouth
CUST024825,2025-11-12,Male,31,Ahmedabad,Gujarat,Affiliate,Affiliate-Coupon-Blogs
CUST024826,2024-09-21,Male,30,Nagpur,Maharashtra,Direct,Direct-Bookmark
CUST024827,2023-11-16,Male,43,Vizag,Andhra Pradesh,Marketplace Ads,Marketplace-Sponsored-Listing
CUST024828,2024-02-24,Male,38,Delhi,Delhi,Social Media Ads,FB-Lookalike
CUST024829,2023-10-16,Male,25,Mumbai,Maharashtra,Referral,Referral-FriendInvite
CUST024830,2025-11-15,Female,28,Hyderabad,Telangana,Affiliate,Affiliate-Cashback-Sites
CUST024831,2024-04-11,Female,34,Surat,Gujarat,Email Marketing,EMail-Festive-Blast
CUST024832,2023-10-06,Male,22,Pune,Maharashtra,Paid Search,Diwali-Dhamaka-2023
CUST024833,2025-09-09,Female,31,Mumbai,Maharashtra,Paid Search,GoogleAds-Brand-Search
CUST024834,2023-12-09,Female,35,Bangalore,Karnataka,Social Media Ads,FB-Lookalike
CUST024835,2023-07-22,Male,22,Lucknow,Uttar Pradesh,Affiliate,Affiliate-Cashback-Sites
CUST024836,2025-04-13,Male,38,Amritsar,Punjab,Organic Search,Organic-Brand
CUST024837,2023-01-14,Other,38,Chennai,Tamil Nadu,Paid Search,GoogleAds-Brand-Search
CUST024838,2025-09-27,Male,18,Chandigarh,Chandigarh,Direct,Direct-App
CUST024839,2025-01-01,Female,35,Surat,Gujarat,Email Marketing,EMail-Winback-Offer
CUST024840,2024-01-21,Male,44,Pune,Maharashtra,Marketplace Ads,Marketplace-Homepage-Banner
CUST024841,2024-10-25,Male,31,Ahmedabad,Gujarat,Referral,Referral-CashbackProgram
CUST024842,2024-02-09,Female,20,Kolkata,West Bengal,Social Media Ads,FB-Lookalike
CUST024843,2024-11-30,Other,36,Raipur,Chhattisgarh,Paid Search,Bing-Search-Ads
CUST024844,2025-01-08,Male,26,Ahmedabad,Gujarat,Direct,Direct-WordOfMouth
CUST024845,2025-08-07,Male,36,Ranchi,Jharkhand,Organic Search,Organic-Blog-SEO
CUST024846,2024-10-20,Male,37,Hyderabad,Telangana,Referral,Referral-CashbackProgram
CUST024847,2025-08-18,Male,21,Ahmedabad,Gujarat,Direct,Direct-App
CUST024848,2023-05-22,Male,33,Chennai,Tamil Nadu,Direct,Direct-App
CUST024849,2025-11-10,Male,23,Delhi,Delhi,Marketplace Ads,Diwali-Dhamaka-2025
CUST024850,2023-11-12,Female,20,Hyderabad,Telangana,Direct,Direct-WordOfMouth
CUST024851,2025-10-01,Female,37,Chennai,Tamil Nadu,Organic Search,Organic-Brand
CUST024852,2024-11-07,Female,32,Mumbai,Maharashtra,Paid Search,GoogleAds-Brand-Search
CUST024853,2023-08-10,Male,18,Hyderabad,Telangana,Social Media Ads,Insta-Reels-Ads
CUST024854,2024-06-30,Female,37,Mumbai,Maharashtra,Social Media Ads,FB-Lookalike
CUST024855,2025-11-09,Male,21,Lucknow,Uttar Pradesh,Paid Search,Diwali-Dhamaka-2025
CUST024856,2025-09-29,Female,31,Jaipur,Rajasthan,Social Media Ads,FB-Prospecting
CUST024857,2025-06-08,Female,27,Hyderabad,Telangana,Organic Search,Organic-YouTube-Reviews
CUST024858,2024-08-02,Male,39,Lucknow,Uttar Pradesh,Organic Search,Organic-Brand
CUST024859,2025-01-22,Female,35,Kolkata,West Bengal,Organic Search,Organic-Blog-SEO
CUST024860,2024-01-05,Male,33,Kolkata,West Bengal,Organic Search,Organic-YouTube-Reviews
CUST024861,2025-03-22,Female,36,Chennai,Tamil Nadu,Social Media Ads,FB-Prospecting
CUST024862,2024-02-07,Female,30,Raipur,Chhattisgarh,Paid Search,GoogleAds-Brand-Search
CUST024863,2025-09-24,Male,38,Ahmedabad,Gujarat,Social Media Ads,Insta-Reels-Ads
CUST024864,2025-05-19,Male,33,Vizag,Andhra Pradesh,Paid Search,GoogleAds-Generic-Search
CUST024865,2024-08-08,Male,39,Mumbai,Maharashtra,Organic Search,Organic-Blog-SEO
CUST024866,2025-04-04,Male,43,Delhi,Delhi,Direct,Direct-Bookmark
CUST024867,2024-05-08,Female,40,Coimbatore,Tamil Nadu,Organic Search,Organic-Brand
CUST024868,2023-10-17,Male,32,Nagpur,Maharashtra,Social Media Ads,FB-Lookalike
CUST024869,2024-01-09,Female,45,Kochi,Kerala,Email Marketing,NewYear-Sale-2024
CUST024870,2024-02-23,Female,25,Kolkata,West Bengal,Affiliate,Affiliate-Coupon-Blogs
CUST024871,2023-12-30,Female,30,Ahmedabad,Gujarat,Organic Search,Organic-YouTube-Reviews
CUST024872,2025-04-23,Male,36,Delhi,Delhi,Paid Search,Bing-Search-Ads
CUST024873,2025-07-01,Male,29,Bangalore,Karnataka,Organic Search,Organic-Blog-SEO
CUST024874,2024-10-15,Female,39,Hyderabad,Telangana,Referral,Referral-FriendInvite
CUST024875,2025-12-21,Male,31,Bhopal,Madhya Pradesh,Social Media Ads,FB-Lookalike
CUST024876,2025-10-27,Male,18,Mumbai,Maharashtra,Email Marketing,Diwali-Dhamaka-2025
CUST024877,2023-07-04,Female,20,Mumbai,Maharashtra,Referral,Referral-FriendInvite
CUST024878,2024-10-17,Female,39,Indore,Madhya Pradesh,Referral,Referral-FriendInvite
CUST024879,2025-11-04,Female,23,Coimbatore,Tamil Nadu,Marketplace Ads,Diwali-Dhamaka-2025
CUST024880,2023-12-20,Female,31,Hyderabad,Telangana,Organic Search,Organic-Brand
CUST024881,2024-07-31,Female,27,Mumbai,Maharashtra,Direct,Direct-App
CUST024882,2025-11-22,Male,35,Varanasi,Uttar Pradesh,Affiliate,Affiliate-Influencer
CUST024883,2025-08-10,Male,31,Mumbai,Maharashtra,Paid Search,IndependenceDay-Sale-2025
CUST024884,2025-09-27,Female,24,Bangalore,Karnataka,Email Marketing,EMail-Festive-Blast
CUST024885,2025-10-21,Female,18,Hyderabad,Telangana,Affiliate,Diwali-Dhamaka-2025
CUST024886,2023-10-30,Female,38,Kochi,Kerala,Marketplace Ads,Diwali-Dhamaka-2023
CUST024887,2025-05-14,Male,29,Delhi,Delhi,Social Media Ads,FB-Lookalike
CUST024888,2025-08-30,Male,19,Delhi,Delhi,Direct,Direct-WordOfMouth
CUST024889,2023-12-30,Male,33,Pune,Maharashtra,Affiliate,Affiliate-Coupon-Blogs
CUST024890,2023-03-29,Female,34,Kolkata,West Bengal,Marketplace Ads,Marketplace-Sponsored-Listing
CUST024891,2023-11-05,Female,28,Bangalore,Karnataka,Referral,Referral-FriendInvite
CUST024892,2025-07-03,Male,30,Chennai,Tamil Nadu,Organic Search,Organic-Blog-SEO
CUST024893,2025-05-09,Female,40,Jaipur,Rajasthan,Paid Search,Bing-Search-Ads
CUST024894,2025-10-27,Female,31,Mumbai,Maharashtra,Direct,Direct-Bookmark
CUST024895,2024-04-27,Male,18,Surat,Gujarat,Referral,Referral-FriendInvite
CUST024896,2025-02-23,Female,31,Mumbai,Maharashtra,Direct,Direct-WordOfMouth
CUST024897,2023-02-21,Male,39,Mumbai,Maharashtra,Direct,Direct-Bookmark
CUST024898,2025-11-17,Female,20,Delhi,Delhi,Organic Search,Organic-Brand
CUST024899,2024-12-24,Male,37,Mumbai,Maharashtra,Social Media Ads,Insta-Reels-Ads
CUST024900,2025-07-12,Female,30,Delhi,Delhi,Paid Search,GoogleAds-Generic-Search
CUST024901,2024-03-11,Other,18,Vadodara,Gujarat,Affiliate,Affiliate-Coupon-Blogs
CUST024902,2023-06-21,Female,39,Hyderabad,Telangana,Organic Search,Organic-Brand
CUST024903,2023-05-09,Female,24,Pune,Maharashtra,Direct,Direct-App
CUST024904,2025-09-10,Female,31,Bhopal,Madhya Pradesh,Affiliate,Affiliate-Cashback-Sites
CUST024905,2023-10-14,Female,34,Chennai,Tamil Nadu,Organic Search,Organic-Blog-SEO
CUST024906,2025-09-19,Female,32,Chennai,Tamil Nadu,Social Media Ads,Insta-Retargeting
CUST024907,2024-02-13,Female,24,Jaipur,Rajasthan,Social Media Ads,FB-Prospecting
CUST024908,2024-12-09,Female,41,Nagpur,Maharashtra,Social Media Ads,Insta-Retargeting
CUST024909,2024-02-09,Male,24,Indore,Madhya Pradesh,Organic Search,Organic-Brand
CUST024910,2023-04-13,Male,28,Chandigarh,Chandigarh,Organic Search,Organic-Blog-SEO
CUST024911,2024-12-10,Male,38,Bangalore,Karnataka,Affiliate,Affiliate-Coupon-Blogs
CUST024912,2024-07-13,Male,30,Kolkata,West Bengal,Affiliate,Affiliate-Cashback-Sites
CUST024913,2024-10-01,Female,28,Jaipur,Rajasthan,Email Marketing,EMail-Winback-Offer
CUST024914,2025-02-01,Male,28,Nashik,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST024915,2024-04-22,Male,18,Mumbai,Maharashtra,Referral,Referral-FriendInvite
CUST024916,2025-01-02,Female,39,Chennai,Tamil Nadu,Organic Search,Organic-YouTube-Reviews
CUST024917,2025-04-02,Male,20,Mumbai,Maharashtra,Organic Search,Organic-Blog-SEO
CUST024918,2023-07-10,Female,31,Delhi,Delhi,Paid Search,GoogleAds-Generic-Search
CUST024919,2024-06-13,Male,18,Bhopal,Madhya Pradesh,Direct,Direct-Bookmark
CUST024920,2023-07-11,Female,31,Chennai,Tamil Nadu,Social Media Ads,Insta-Retargeting
CUST024921,2023-01-13,Female,20,Bangalore,Karnataka,Organic Search,Organic-Brand
CUST024922,2023-04-15,Female,18,Kolkata,West Bengal,Direct,Direct-WordOfMouth
CUST024923,2025-01-25,Female,22,Lucknow,Uttar Pradesh,Social Media Ads,FB-Lookalike
CUST024924,2023-06-27,Female,18,Ahmedabad,Gujarat,Social Media Ads,FB-Prospecting
CUST024925,2025-10-16,Female,29,Delhi,Delhi,Social Media Ads,Diwali-Dhamaka-2025
CUST024926,2025-07-27,Female,31,Mumbai,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST024927,2023-01-16,Male,29,Lucknow,Uttar Pradesh,Marketplace Ads,NewYear-Sale-2023
CUST024928,2025-01-10,Male,25,Kolkata,West Bengal,Email Marketing,NewYear-Sale-2025
CUST024929,2023-01-18,Male,37,Mumbai,Maharashtra,Direct,Direct-App
CUST024930,2023-08-16,Male,28,Mumbai,Maharashtra,Organic Search,Organic-Blog-SEO
CUST024931,2025-12-21,Female,40,Pune,Maharashtra,Direct,Direct-App
CUST024932,2024-10-15,Male,18,Pune,Maharashtra,Direct,Direct-Bookmark
CUST024933,2023-02-22,Male,32,Hyderabad,Telangana,Paid Search,GoogleAds-Generic-Search
CUST024934,2025-10-07,Male,32,Bhopal,Madhya Pradesh,Affiliate,Diwali-Dhamaka-2025
CUST024935,2025-11-08,Male,23,Bangalore,Karnataka,Email Marketing,Diwali-Dhamaka-2025
CUST024936,2024-12-17,Male,40,Mumbai,Maharashtra,Paid Search,GoogleAds-Brand-Search
CUST024937,2025-05-21,Female,30,Delhi,Delhi,Paid Search,GoogleAds-Brand-Search
CUST024938,2025-08-13,Male,31,Mumbai,Maharashtra,Organic Search,Organic-Blog-SEO
CUST024939,2025-06-24,Male,33,Delhi,Delhi,Direct,Direct-WordOfMouth
CUST024940,2024-11-07,Female,46,Patna,Bihar,Paid Search,Bing-Search-Ads
CUST024941,2025-09-27,Female,27,Hyderabad,Telangana,Direct,Direct-App
CUST024942,2024-11-26,Male,31,Delhi,Delhi,Email Marketing,EMail-Newsletter-Signup
CUST024943,2024-02-05,Male,40,Dehradun,Uttarakhand,Marketplace Ads,Marketplace-Homepage-Banner
CUST024944,2023-01-08,Male,29,Kolkata,West Bengal,Direct,Direct-Bookmark
CUST024945,2024-06-28,Male,39,Kanpur,Uttar Pradesh,Paid Search,GoogleAds-Brand-Search
CUST024946,2023-06-23,Male,30,Chennai,Tamil Nadu,Affiliate,Affiliate-Influencer
CUST024947,2023-05-10,Female,33,Delhi,Delhi,Referral,Referral-FriendInvite
CUST024948,2024-10-22,Male,29,Jaipur,Rajasthan,Organic Search,Organic-Blog-SEO
CUST024949,2025-11-21,Male,27,Bhopal,Madhya Pradesh,Social Media Ads,FB-Prospecting
CUST024950,2023-08-11,Female,30,Bangalore,Karnataka,Social Media Ads,Insta-Retargeting
CUST024951,2024-02-26,Female,23,Ahmedabad,Gujarat,Paid Search,GoogleAds-Brand-Search
CUST024952,2025-09-25,Male,23,Kolkata,West Bengal,Referral,Referral-FriendInvite
CUST024953,2024-08-24,Male,29,Ahmedabad,Gujarat,Email Marketing,EMail-Festive-Blast
CUST024954,2025-07-26,Male,30,Mumbai,Maharashtra,Organic Search,Organic-Blog-SEO
CUST024955,2024-12-10,Other,35,Kolkata,West Bengal,Social Media Ads,FB-Prospecting
CUST024956,2025-02-04,Female,27,Kolkata,West Bengal,Marketplace Ads,Marketplace-Sponsored-Listing
CUST024957,2023-10-22,Female,43,Chennai,Tamil Nadu,Direct,Direct-Bookmark
CUST024958,2024-06-17,Male,20,Mumbai,Maharashtra,Social Media Ads,Insta-Reels-Ads
CUST024959,2025-02-23,Male,23,Chennai,Tamil Nadu,Organic Search,Organic-Blog-SEO
CUST024960,2023-02-21,Male,33,Delhi,Delhi,Organic Search,Organic-Brand
CUST024961,2023-11-14,Male,41,Ahmedabad,Gujarat,Social Media Ads,Diwali-Dhamaka-2023
CUST024962,2024-08-09,Male,24,Hyderabad,Telangana,Direct,Direct-Bookmark
CUST024963,2025-04-19,Male,43,Hyderabad,Telangana,Organic Search,Organic-Brand
CUST024964,2024-11-16,Female,37,Bhopal,Madhya Pradesh,Direct,Direct-Bookmark
CUST024965,2025-06-03,Female,34,Chennai,Tamil Nadu,Organic Search,Organic-Brand
CUST024966,2025-06-14,Male,34,Delhi,Delhi,Social Media Ads,FB-Prospecting
CUST024967,2023-03-02,Male,34,Delhi,Delhi,Marketplace Ads,Marketplace-Sponsored-Listing
CUST024968,2025-11-01,Female,26,Jaipur,Rajasthan,Social Media Ads,Insta-Reels-Ads
CUST024969,2025-09-19,Female,26,Kolkata,West Bengal,Organic Search,Organic-YouTube-Reviews
CUST024970,2024-02-22,Male,26,Raipur,Chhattisgarh,Social Media Ads,FB-Lookalike
CUST024971,2024-11-01,Female,26,Ahmedabad,Gujarat,Organic Search,Organic-Brand
CUST024972,2024-04-14,Male,36,Lucknow,Uttar Pradesh,Organic Search,Organic-Brand
CUST024973,2025-11-03,Female,41,Kanpur,Uttar Pradesh,Direct,Direct-App
CUST024974,2024-08-05,Female,22,Chennai,Tamil Nadu,Marketplace Ads,IndependenceDay-Sale-2024
CUST024975,2024-08-18,Female,23,Bangalore,Karnataka,Direct,Direct-Bookmark
CUST024976,2025-11-06,Male,42,Ahmedabad,Gujarat,Paid Search,GoogleAds-Brand-Search
CUST024977,2025-01-31,Male,30,Coimbatore,Tamil Nadu,Paid Search,NewYear-Sale-2025
CUST024978,2023-10-01,Male,36,Dehradun,Uttarakhand,Paid Search,GoogleAds-Brand-Search
CUST024979,2025-02-27,Male,27,Mumbai,Maharashtra,Organic Search,Organic-Brand
CUST024980,2025-08-24,Male,46,Bangalore,Karnataka,Paid Search,IndependenceDay-Sale-2025
CUST024981,2024-05-25,Female,31,Chandigarh,Chandigarh,Social Media Ads,Insta-Retargeting
CUST024982,2024-11-26,Male,37,Indore,Madhya Pradesh,Referral,Referral-CashbackProgram
CUST024983,2025-02-28,Male,38,Pune,Maharashtra,Affiliate,Affiliate-Influencer
CUST024984,2024-11-16,Male,18,Kolkata,West Bengal,Affiliate,Affiliate-Influencer
CUST024985,2025-12-31,Female,18,Ahmedabad,Gujarat,Organic Search,Organic-Brand
CUST024986,2024-11-14,Male,25,Mumbai,Maharashtra,Social Media Ads,Diwali-Dhamaka-2024
CUST024987,2025-03-18,Male,31,Kolkata,West Bengal,Affiliate,Affiliate-Cashback-Sites
CUST024988,2025-08-23,Male,30,Pune,Maharashtra,Email Marketing,EMail-Newsletter-Signup
CUST024989,2023-09-30,Male,39,Hyderabad,Telangana,Organic Search,Organic-Brand
CUST024990,2023-03-31,Female,22,Pune,Maharashtra,Direct,Direct-WordOfMouth
CUST024991,2025-12-08,Male,21,Mumbai,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST024992,2025-06-21,Female,22,Mumbai,Maharashtra,Referral,Referral-CashbackProgram
CUST024993,2024-08-15,Female,40,Kolkata,West Bengal,Marketplace Ads,Marketplace-Sponsored-Listing
CUST024994,2023-01-31,Male,37,Nagpur,Maharashtra,Social Media Ads,NewYear-Sale-2023
CUST024995,2023-10-26,Female,19,Chennai,Tamil Nadu,Organic Search,Organic-YouTube-Reviews
CUST024996,2023-01-17,Male,37,Bangalore,Karnataka,Direct,Direct-App
CUST024997,2024-08-18,Female,26,Ahmedabad,Gujarat,Marketplace Ads,IndependenceDay-Sale-2024
CUST024998,2024-12-24,Male,18,Nagpur,Maharashtra,Paid Search,GoogleAds-Generic-Search
CUST024999,2023-10-21,Male,30,Chennai,Tamil Nadu,Organic Search,Organic-Brand
CUST025000,2025-03-14,Male,29,Hyderabad,Telangana,Affiliate,Affiliate-Influencer
CUST025001,2025-11-26,Other,37,Bangalore,Karnataka,Affiliate,Diwali-Dhamaka-2025
CUST025002,2025-12-23,Male,29,Kolkata,West Bengal,Affiliate,Affiliate-Coupon-Blogs
CUST025003,2025-09-27,Female,40,Kochi,Kerala,Referral,Referral-CashbackProgram
CUST025004,2024-10-06,Female,41,Mumbai,Maharashtra,Organic Search,Organic-Brand
CUST025005,2024-12-16,Female,26,Mumbai,Maharashtra,Organic Search,Organic-Brand
CUST025006,2024-11-12,Male,29,Mumbai,Maharashtra,Social Media Ads,Diwali-Dhamaka-2024
CUST025007,2023-10-17,Female,39,Raipur,Chhattisgarh,Social Media Ads,FB-Prospecting
CUST025008,2025-10-09,Male,31,Bangalore,Karnataka,Social Media Ads,Diwali-Dhamaka-2025
CUST025009,2025-04-20,Male,39,Delhi,Delhi,Social Media Ads,FB-Prospecting
CUST025010,2025-03-12,Male,39,Bangalore,Karnataka,Social Media Ads,Insta-Reels-Ads
CUST025011,2023-12-20,Female,18,Mumbai,Maharashtra,Email Marketing,EMail-Newsletter-Signup
CUST025012,2023-10-15,Male,35,Delhi,Delhi,Referral,Referral-CashbackProgram
CUST025013,2025-10-18,Female,34,Hyderabad,Telangana,Referral,Referral-CashbackProgram
CUST025014,2023-11-06,Male,34,Mumbai,Maharashtra,Social Media Ads,Diwali-Dhamaka-2023
CUST025015,2023-05-31,Female,34,Kolkata,West Bengal,Direct,Direct-Bookmark
CUST025016,2025-02-27,Female,33,Mumbai,Maharashtra,Marketplace Ads,Marketplace-Sponsored-Listing
CUST025017,2025-05-19,Male,46,Ahmedabad,Gujarat,Direct,Direct-WordOfMouth
CUST025018,2023-08-31,Female,34,Bangalore,Karnataka,Paid Search,GoogleAds-Brand-Search
CUST025019,2023-11-30,Male,27,Nagpur,Maharashtra,Paid Search,Diwali-Dhamaka-2023
CUST025020,2025-08-20,Male,27,Mumbai,Maharashtra,Social Media Ads,Insta-Reels-Ads
CUST025021,2025-11-14,Female,29,Bangalore,Karnataka,Paid Search,GoogleAds-Generic-Search
CUST025022,2024-10-27,Female,41,Chennai,Tamil Nadu,Organic Search,Organic-Blog-SEO
CUST025023,2025-08-22,Female,22,Bangalore,Karnataka,Marketplace Ads,IndependenceDay-Sale-2025
CUST025024,2024-04-30,Female,44,Chennai,Tamil Nadu,Social Media Ads,FB-Prospecting
CUST025025,2025-05-18,Female,32,Delhi,Delhi,Email Marketing,EMail-Winback-Offer
CUST025026,2024-12-27,Male,18,Delhi,Delhi,Direct,Direct-WordOfMouth
CUST025027,2025-10-04,Female,42,Guwahati,Assam,Affiliate,Diwali-Dhamaka-2025
CUST025028,2025-08-10,Female,38,Bangalore,Karnataka,Direct,Direct-WordOfMouth
CUST025029,2024-03-12,Male,28,Bhopal,Madhya Pradesh,Organic Search,Organic-Brand
CUST025030,2023-10-11,Female,33,Bangalore,Karnataka,Social Media Ads,Insta-Retargeting
CUST025031,2025-09-04,Other,39,Delhi,Delhi,Direct,Direct-Bookmark
CUST025032,2023-03-06,Female,41,Patna,Bihar,Organic Search,Organic-Blog-SEO
CUST025033,2025-04-24,Female,30,Ahmedabad,Gujarat,Paid Search,GoogleAds-Generic-Search
CUST025034,2024-10-26,Male,42,Bangalore,Karnataka,Marketplace Ads,Diwali-Dhamaka-2024
CUST025035,2023-06-04,Male,29,Bangalore,Karnataka,Affiliate,Affiliate-Coupon-Blogs
CUST025036,2025-05-03,Male,41,Kolkata,West Bengal,Organic Search,Organic-Blog-SEO
CUST025037,2024-10-31,Male,18,Pune,Maharashtra,Social Media Ads,FB-Prospecting
CUST025038,2025-10-12,Female,44,Lucknow,Uttar Pradesh,Email Marketing,Diwali-Dhamaka-2025
CUST025039,2023-12-02,Male,18,Ahmedabad,Gujarat,Affiliate,Affiliate-Influencer
CUST025040,2023-01-05,Male,24,Delhi,Delhi,Direct,Direct-Bookmark
CUST025041,2023-09-19,Male,40,Jaipur,Rajasthan,Referral,Referral-CashbackProgram
CUST025042,2024-02-20,Male,32,Pune,Maharashtra,Marketplace Ads,Marketplace-Homepage-Banner
CUST025043,2025-03-27,Female,37,Ahmedabad,Gujarat,Email Marketing,EMail-Festive-Blast
CUST025044,2024-07-05,Female,21,Chennai,Tamil Nadu,Direct,Direct-WordOfMouth
CUST025045,2023-08-29,Male,24,Hyderabad,Telangana,Social Media Ads,IndependenceDay-Sale-2023
CUST025046,2025-12-15,Female,29,Hyderabad,Telangana,Email Marketing,EMail-Festive-Blast
CUST025047,2023-08-15,Female,18,Pune,Maharashtra,Social Media Ads,IndependenceDay-Sale-2023
CUST025048,2024-06-22,Female,41,Ahmedabad,Gujarat,Social Media Ads,Insta-Reels-Ads
CUST025049,2025-10-20,Male,30,Nashik,Maharashtra,Marketplace Ads,Marketplace-Sponsored-Listing
CUST025050,2025-03-27,Male,21,Bangalore,Karnataka,Social Media Ads,FB-Prospecting
CUST025051,2024-04-30,Male,30,Kochi,Kerala,Social Media Ads,FB-Lookalike
CUST025052,2025-12-06,Female,31,Delhi,Delhi,Marketplace Ads,Marketplace-Sponsored-Listing
CUST025053,2024-11-11,Male,35,Nagpur,Maharashtra,Direct,Direct-App
CUST025054,2023-01-15,Female,30,Hyderabad,Telangana,Paid Search,GoogleAds-Brand-Search
CUST025055,2023-01-11,Female,24,Guwahati,Assam,Social Media Ads,NewYear-Sale-2023
CUST025056,2025-11-19,Female,29,Mumbai,Maharashtra,Organic Search,Organic-Brand
CUST025057,2024-03-08,Female,49,Chennai,Tamil Nadu,Paid Search,Bing-Search-Ads
CUST025058,2025-09-08,Male,34,Ahmedabad,Gujarat,Paid Search,GoogleAds-Generic-Search
CUST025059,2023-03-30,Female,23,Kolkata,West Bengal,Marketplace Ads,Marketplace-Homepage-Banner
CUST025060,2023-10-09,Male,40,Chennai,Tamil Nadu,Organic Search,Organic-YouTube-Reviews
CUST025061,2025-10-10,Male,51,Hyderabad,Telangana,Affiliate,Diwali-Dhamaka-2025
CUST025062,2025-12-26,Female,35,Varanasi,Uttar Pradesh,Email Marketing,EMail-Winback-Offer
CUST025063,2023-04-16,Female,30,Delhi,Delhi,Direct,Direct-WordOfMouth
CUST025064,2023-10-27,Female,18,Chennai,Tamil Nadu,Organic Search,Organic-Brand
CUST025065,2025-06-09,Male,30,Kanpur,Uttar Pradesh,Affiliate,Affiliate-Cashback-Sites
CUST025066,2024-11-28,Female,21,Indore,Madhya Pradesh,Social Media Ads,Diwali-Dhamaka-2024
CUST025067,2024-08-28,Male,33,Kanpur,Uttar Pradesh,Social Media Ads,IndependenceDay-Sale-2024
CUST025068,2023-11-19,Male,18,Vizag,Andhra Pradesh,Email Marketing,Diwali-Dhamaka-2023
CUST025069,2025-11-22,Male,36,Ahmedabad,Gujarat,Organic Search,Organic-Blog-SEO
CUST025070,2023-10-31,Female,18,Kolkata,West Bengal,Email Marketing,Diwali-Dhamaka-2023
CUST025071,2024-02-13,Male,32,Mumbai,Maharashtra,Email Marketing,EMail-Festive-Blast
CUST025072,2024-05-06,Male,44,Mumbai,Maharashtra,Paid Search,GoogleAds-Generic-Search
CUST025073,2023-10-02,Male,23,Mumbai,Maharashtra,Organic Search,Organic-Blog-SEO
CUST025074,2024-12-03,Male,25,Chennai,Tamil Nadu,Social Media Ads,Insta-Retargeting
CUST025075,2024-05-29,Male,34,Vadodara,Gujarat,Direct,Direct-Bookmark
CUST025076,2025-02-08,Female,26,Jaipur,Rajasthan,Affiliate,Affiliate-Influencer
CUST025077,2024-07-14,Male,41,Kolkata,West Bengal,Paid Search,GoogleAds-Brand-Search
CUST025078,2023-08-27,Female,29,Pune,Maharashtra,Social Media Ads,Insta-Reels-Ads
CUST025079,2025-10-18,Male,39,Chennai,Tamil Nadu,Marketplace Ads,Marketplace-Sponsored-Listing
CUST025080,2024-11-16,Male,35,Jaipur,Rajasthan,Organic Search,Organic-Brand
CUST025081,2024-05-03,Male,31,Delhi,Delhi,Paid Search,GoogleAds-Generic-Search
CUST025082,2023-01-29,Male,32,Pune,Maharashtra,Affiliate,NewYear-Sale-2023
CUST025083,2025-01-29,Female,34,Jodhpur,Rajasthan,Social Media Ads,NewYear-Sale-2025
CUST025084,2025-08-15,Male,28,Mumbai,Maharashtra,Organic Search,Organic-Blog-SEO
CUST025085,2025-03-25,Female,41,Delhi,Delhi,Paid Search,GoogleAds-Brand-Search
CUST025086,2025-08-19,Male,20,Hyderabad,Telangana,Email Marketing,IndependenceDay-Sale-2025
CUST025087,2023-10-16,Male,45,Mumbai,Maharashtra,Social Media Ads,Diwali-Dhamaka-2023
CUST025088,2025-12-07,Male,20,Ahmedabad,Gujarat,Social Media Ads,Insta-Retargeting
CUST025089,2023-12-06,Male,40,Nashik,Maharashtra,Affiliate,Affiliate-Influencer
CUST025090,2024-02-16,Female,48,Delhi,Delhi,Social Media Ads,FB-Lookalike
CUST025091,2024-11-17,Female,46,Bangalore,Karnataka,Social Media Ads,Diwali-Dhamaka-2024
CUST025092,2023-01-10,Female,18,Amritsar,Punjab,Social Media Ads,FB-Lookalike
CUST025093,2024-10-05,Male,31,Mumbai,Maharashtra,Organic Search,Organic-YouTube-Reviews
CUST025094,2023-11-20,Male,31,Pune,Maharashtra,Affiliate,Diwali-Dhamaka-2023
CUST025095,2025-07-13,Female,45,Indore,Madhya Pradesh,Social Media Ads,FB-Lookalike
