order_id,customer_id,order_date,order_status,payment_method,shipping_type,discount,shipping_cost,order_value
ORD0132122,CUST026463,2025-12-04,Delivered,Credit Card,Standard,840.51,45.86,8165.35
ORD0132123,CUST026465,2025-12-21,Delivered,Credit Card,Standard,60.34,31.45,661.11
ORD0132124,CUST026467,2025-08-11,Delivered,UPI,Standard,4720.85,0.0,39819.15
ORD0132125,CUST026467,2025-10-28,Delivered,UPI,Standard,1565.84,0.0,15894.16
ORD0132126,CUST026467,2025-11-29,Delivered,Net Banking,Standard,148.45,49.18,485.73
ORD0132127,CUST026468,2025-11-16,Returned,UPI,Same Day,585.74,0.0,1814.26
ORD0132128,CUST026469,2023-03-18,Delivered,Wallet,Express,19.4,118.52,259.12
ORD0132129,CUST026469,2024-05-03,Delivered,Credit Card,Express,1458.36,0.0,3996.64
ORD0132130,CUST026469,2024-06-07,Returned,Credit Card,Express,391.57,122.64,981.07
ORD0132131,CUST026469,2024-06-15,Delivered,EMI,Standard,125.08,44.28,769.2
ORD0132132,CUST026469,2025-01-12,Delivered,Debit Card,Standard,78.24,31.06,602.82
ORD0132133,CUST026470,2025-04-14,Returned,Credit Card,Express,501.62,0.0,2793.38
ORD0132134,CUST026470,2025-07-05,Delivered,Net Banking,Standard,748.51,41.76,3243.25
ORD0132135,CUST026470,2025-07-07,Delivered,UPI,Standard,1570.8,36.24,10645.44
ORD0132136,CUST026470,2025-08-14,Delivered,COD,Standard,296.66,43.79,752.13
ORD0132137,CUST026470,2025-09-27,Returned,UPI,Standard,131.86,49.49,1047.63
ORD0132138,CUST026471,2023-08-20,Cancelled,Credit Card,Standard,536.24,44.69,6913.45
ORD0132139,CUST026471,2023-10-08,Delivered,Debit Card,Express,302.3,0.0,4722.7
ORD0132140,CUST026471,2023-11-02,Delivered,UPI,Standard,1235.45,50.84,7795.39
ORD0132141,CUST026471,2023-11-25,Delivered,Net Banking,Standard,353.87,56.5,2217.63
ORD0132142,CUST026471,2024-03-03,Delivered,Wallet,Standard,405.48,37.97,59352.49
ORD0132143,CUST026471,2024-03-18,Delivered,UPI,Standard,936.63,29.81,5948.18
ORD0132144,CUST026471,2024-04-05,Delivered,UPI,Standard,37.44,20.76,1803.32
ORD0132145,CUST026471,2024-04-10,Delivered,Debit Card,Same Day,5750.53,0.0,80184.47
ORD0132146,CUST026471,2024-04-20,Returned,UPI,Standard,704.61,0.0,8975.39
ORD0132147,CUST026471,2024-04-21,Delivered,UPI,Standard,1644.12,0.0,20180.88
ORD0132148,CUST026471,2024-05-22,Delivered,COD,Standard,6309.19,0.0,37040.81
ORD0132149,CUST026471,2024-05-27,Cancelled,Debit Card,Standard,647.71,45.88,5728.17
ORD0132150,CUST026471,2024-08-17,Cancelled,UPI,Same Day,4906.73,186.46,38809.73
ORD0132151,CUST026471,2024-09-09,Delivered,Credit Card,Express,1728.43,0.0,10531.57
ORD0132152,CUST026471,2024-10-24,Delivered,UPI,Same Day,20943.94,0.0,69861.06
ORD0132153,CUST026471,2024-11-14,Delivered,UPI,Standard,1176.3,28.92,11032.62
ORD0132154,CUST026471,2024-11-26,Returned,COD,Standard,320.17,69.66,3364.49
ORD0132155,CUST026471,2024-11-29,Delivered,Credit Card,Standard,374.7,56.14,2816.44
ORD0132156,CUST026471,2024-12-08,Delivered,UPI,Standard,2075.04,0.0,21214.96
ORD0132157,CUST026471,2024-12-20,Returned,Wallet,Standard,4813.01,0.0,30666.99
ORD0132158,CUST026471,2024-12-22,Delivered,Debit Card,Standard,575.84,32.57,7866.73
ORD0132159,CUST026471,2025-01-25,Returned,Wallet,Standard,341.78,42.43,2930.65
ORD0132160,CUST026471,2025-02-23,Delivered,UPI,Same Day,1886.2,0.0,18033.8
ORD0132161,CUST026471,2025-03-21,Delivered,Debit Card,Express,1282.59,0.0,8167.41
ORD0132162,CUST026471,2025-04-03,Delivered,EMI,Same Day,603.08,0.0,3421.92
ORD0132163,CUST026471,2025-04-08,Delivered,EMI,Express,2278.76,113.51,15929.75
ORD0132164,CUST026471,2025-04-14,Delivered,UPI,Express,2498.1,119.95,23226.85
ORD0132165,CUST026471,2025-04-16,Returned,COD,Express,4603.32,0.0,50651.68
ORD0132166,CUST026471,2025-04-22,Delivered,Debit Card,Same Day,23.85,209.24,1125.39
ORD0132167,CUST026471,2025-06-19,Delivered,UPI,Same Day,2184.73,0.0,15640.27
ORD0132168,CUST026471,2025-07-01,Delivered,Credit Card,Express,950.44,114.72,12734.28
ORD0132169,CUST026471,2025-07-04,Returned,COD,Express,3438.69,120.24,34186.55
ORD0132170,CUST026471,2025-07-20,Delivered,Wallet,Standard,349.01,37.98,2418.97
ORD0132171,CUST026471,2025-07-27,Cancelled,UPI,Standard,2054.67,0.0,16660.33
ORD0132172,CUST026471,2025-08-14,Delivered,UPI,Same Day,2557.03,0.0,10062.97
ORD0132173,CUST026471,2025-09-07,Delivered,UPI,Express,1955.76,0.0,9229.24
ORD0132174,CUST026471,2025-10-05,Delivered,COD,Standard,649.56,0.0,2600.44
ORD0132175,CUST026471,2025-10-05,Delivered,Debit Card,Standard,823.35,0.0,4301.65
ORD0132176,CUST026471,2025-10-09,Delivered,Credit Card,Express,19421.6,105.47,64753.87
ORD0132177,CUST026471,2025-10-15,Delivered,UPI,Standard,716.19,35.89,2964.7
ORD0132178,CUST026471,2025-11-10,Delivered,UPI,Standard,531.25,0.0,1788.75
ORD0132179,CUST026471,2025-11-11,Delivered,EMI,Standard,121.11,52.42,1006.31
ORD0132180,CUST026471,2025-12-06,Delivered,UPI,Same Day,1454.41,0.0,12835.59
ORD0132181,CUST026471,2025-12-07,Delivered,UPI,Express,629.27,117.68,9378.41
ORD0132182,CUST026471,2025-12-08,Delivered,Wallet,Express,1545.14,97.48,10457.34
ORD0132183,CUST026471,2025-12-13,Delivered,Wallet,Standard,649.75,0.0,3880.25
ORD0132184,CUST026473,2024-10-09,Delivered,EMI,Express,2112.19,0.0,3337.81
ORD0132185,CUST026473,2024-10-16,Delivered,UPI,Standard,583.9,0.0,1986.1
ORD0132186,CUST026473,2024-11-23,Delivered,UPI,Standard,2246.05,0.0,4658.95
ORD0132187,CUST026473,2025-04-28,Delivered,Debit Card,Standard,781.75,0.0,8878.25
ORD0132188,CUST026474,2025-06-17,Returned,EMI,Standard,290.63,41.03,1305.4
ORD0132189,CUST026474,2025-07-05,Delivered,Debit Card,Standard,378.03,0.0,12021.97
ORD0132190,CUST026474,2025-09-17,Delivered,Wallet,Standard,175.06,63.41,903.35
ORD0132191,CUST026476,2025-03-16,Delivered,UPI,Express,1248.43,100.36,6126.93
ORD0132192,CUST026476,2025-05-27,Delivered,Debit Card,Standard,1400.93,27.17,8556.24
ORD0132193,CUST026476,2025-08-18,Delivered,UPI,Standard,101.87,73.71,651.84
ORD0132194,CUST026476,2025-08-23,Delivered,Net Banking,Express,1911.6,0.0,20178.4
ORD0132195,CUST026477,2025-06-15,Delivered,Wallet,Standard,1002.38,37.27,4674.89
ORD0132196,CUST026479,2025-10-01,Cancelled,Debit Card,Standard,1566.05,27.46,4401.41
ORD0132197,CUST026479,2025-11-14,Delivered,Wallet,Standard,13.44,65.09,196.65
ORD0132198,CUST026480,2025-11-11,Delivered,UPI,Standard,467.61,35.01,1177.4
ORD0132199,CUST026481,2024-10-31,Delivered,EMI,Same Day,782.52,0.0,3152.48
ORD0132200,CUST026481,2025-01-11,Returned,UPI,Standard,342.36,28.97,1996.61
ORD0132201,CUST026481,2025-02-16,Delivered,UPI,Standard,174.42,42.7,1413.28
ORD0132202,CUST026481,2025-02-24,Delivered,UPI,Express,74.79,122.75,512.96
ORD0132203,CUST026481,2025-03-24,Returned,COD,Standard,828.38,0.0,5671.62
ORD0132204,CUST026481,2025-05-24,Delivered,Net Banking,Standard,2134.4,35.94,11266.54
ORD0132205,CUST026481,2025-06-22,Delivered,Wallet,Standard,135.18,24.78,1404.6
ORD0132206,CUST026481,2025-10-03,Delivered,UPI,Standard,1818.01,26.09,6643.08
ORD0132207,CUST026481,2025-11-16,Delivered,EMI,Standard,13338.53,54.89,94731.36
ORD0132208,CUST026482,2025-01-18,Delivered,UPI,Standard,298.73,54.8,1206.07
ORD0132209,CUST026482,2025-03-05,Returned,Debit Card,Standard,1627.14,44.03,4716.89
ORD0132210,CUST026482,2025-05-15,Delivered,Debit Card,Express,8150.72,0.0,114654.28
ORD0132211,CUST026482,2025-07-05,Returned,UPI,Express,155.38,124.04,663.66
ORD0132212,CUST026482,2025-10-23,Delivered,UPI,Same Day,4144.71,0.0,10780.29
ORD0132213,CUST026482,2025-11-15,Delivered,COD,Express,582.49,127.57,1510.08
ORD0132214,CUST026482,2025-11-29,Delivered,UPI,Standard,437.83,43.06,1945.23
ORD0132215,CUST026484,2024-03-13,Returned,Wallet,Standard,1558.62,0.0,9861.38
ORD0132216,CUST026484,2024-04-23,Delivered,Debit Card,Express,909.77,108.5,6193.73
ORD0132217,CUST026484,2024-07-22,Delivered,COD,Express,459.5,94.85,2355.35
ORD0132218,CUST026484,2024-08-13,Delivered,COD,Express,2309.56,0.0,25760.44
ORD0132219,CUST026484,2024-10-03,Delivered,UPI,Express,6088.42,0.0,20291.58
ORD0132220,CUST026484,2024-10-12,Returned,Net Banking,Standard,1115.8,0.0,4439.2
ORD0132221,CUST026484,2024-11-27,Delivered,EMI,Express,1943.04,120.76,8437.72
ORD0132222,CUST026484,2025-05-17,Delivered,UPI,Standard,895.95,0.0,5539.05
ORD0132223,CUST026484,2025-06-16,Delivered,COD,Express,3141.96,0.0,13593.04
ORD0132224,CUST026484,2025-09-10,Delivered,Wallet,Express,32.15,109.89,537.74
ORD0132225,CUST026484,2025-10-29,Delivered,UPI,Standard,4122.45,36.89,10634.44
ORD0132226,CUST026484,2025-12-01,Delivered,UPI,Standard,151.68,41.64,939.96
ORD0132227,CUST026484,2025-12-07,Delivered,Debit Card,Standard,180.95,60.79,994.84
ORD0132228,CUST026485,2024-02-01,Delivered,UPI,Express,257.99,0.0,2902.01
ORD0132229,CUST026485,2024-04-20,Delivered,UPI,Standard,695.3,0.0,6324.7
ORD0132230,CUST026485,2024-04-21,Returned,Wallet,Express,12305.45,0.0,68599.55
ORD0132231,CUST026485,2024-05-20,Delivered,Wallet,Express,5017.87,124.45,32186.58
ORD0132232,CUST026485,2024-08-25,Delivered,UPI,Standard,382.91,44.8,1901.89
ORD0132233,CUST026485,2024-09-06,Delivered,Debit Card,Express,373.35,128.17,2284.82
ORD0132234,CUST026485,2024-10-15,Delivered,Credit Card,Standard,3726.81,0.0,23258.19
ORD0132235,CUST026485,2024-11-11,Delivered,COD,Express,781.94,85.75,2003.81
ORD0132236,CUST026485,2024-11-12,Delivered,Net Banking,Standard,3080.66,50.12,12264.46
ORD0132237,CUST026485,2024-11-15,Delivered,UPI,Standard,3871.3,0.0,27073.7
ORD0132238,CUST026485,2025-05-10,Delivered,UPI,Standard,10614.34,42.3,37927.96
ORD0132239,CUST026485,2025-05-21,Delivered,Credit Card,Standard,9077.26,45.58,53803.32
ORD0132240,CUST026485,2025-08-10,Returned,UPI,Standard,2144.51,0.0,11060.49
ORD0132241,CUST026485,2025-08-20,Returned,Wallet,Standard,881.58,0.0,2993.42
ORD0132242,CUST026485,2025-08-23,Delivered,Debit Card,Standard,1731.26,0.0,10388.74
ORD0132243,CUST026485,2025-09-14,Delivered,Credit Card,Standard,816.34,35.09,3443.75
ORD0132244,CUST026485,2025-09-18,Delivered,Debit Card,Express,445.69,0.0,8859.31
ORD0132245,CUST026485,2025-09-30,Delivered,EMI,Express,5717.71,0.0,32632.29
ORD0132246,CUST026485,2025-11-02,Delivered,UPI,Standard,1752.96,55.17,5727.21
ORD0132247,CUST026485,2025-11-16,Delivered,UPI,Standard,8382.51,0.0,28267.49
ORD0132248,CUST026485,2025-12-22,Delivered,EMI,Express,485.8,0.0,1779.2
ORD0132249,CUST026486,2023-01-20,Delivered,Debit Card,Standard,76.71,20.74,439.03
ORD0132250,CUST026487,2025-08-06,Delivered,COD,Standard,1183.78,41.28,4407.5
ORD0132251,CUST026487,2025-10-26,Delivered,Net Banking,Standard,17453.82,0.0,65126.18
ORD0132252,CUST026487,2025-11-05,Delivered,UPI,Standard,79.97,32.2,182.23
ORD0132253,CUST026488,2025-05-04,Delivered,Credit Card,Standard,2159.6,0.0,9360.4
ORD0132254,CUST026488,2025-05-06,Delivered,Credit Card,Same Day,634.05,0.0,2890.95
ORD0132255,CUST026488,2025-06-07,Delivered,Wallet,Express,1403.99,111.38,9332.39
ORD0132256,CUST026488,2025-10-06,Delivered,Credit Card,Standard,535.51,0.0,3634.49
ORD0132257,CUST026488,2025-11-08,Cancelled,COD,Express,690.46,116.52,1576.06
ORD0132258,CUST026489,2024-04-20,Delivered,UPI,Express,1070.17,0.0,3534.83
ORD0132259,CUST026489,2024-05-21,Delivered,UPI,Standard,905.81,0.0,4419.19
ORD0132260,CUST026489,2024-07-21,Delivered,Credit Card,Express,972.71,131.64,6063.93
ORD0132261,CUST026489,2024-08-20,Delivered,UPI,Standard,42.8,41.86,324.06
ORD0132262,CUST026489,2024-09-07,Delivered,Credit Card,Standard,435.02,50.94,2845.92
ORD0132263,CUST026489,2024-09-17,Delivered,Net Banking,Same Day,1182.76,0.0,10087.24
ORD0132264,CUST026489,2024-10-29,Returned,Debit Card,Standard,1488.19,0.0,7126.81
ORD0132265,CUST026489,2024-11-08,Delivered,Debit Card,Standard,3005.46,0.0,8574.54
ORD0132266,CUST026489,2024-11-13,Delivered,EMI,Standard,4943.86,55.08,17056.22
ORD0132267,CUST026489,2024-11-18,Delivered,Debit Card,Express,5050.04,0.0,18729.96
ORD0132268,CUST026489,2024-11-28,Delivered,COD,Standard,1540.42,0.0,4044.58
ORD0132269,CUST026489,2024-12-25,Cancelled,Wallet,Standard,297.05,0.0,1792.95
ORD0132270,CUST026489,2024-12-29,Delivered,Debit Card,Standard,923.7,46.54,6587.84
ORD0132271,CUST026489,2025-01-07,Delivered,UPI,Standard,3791.05,0.0,21263.95
ORD0132272,CUST026489,2025-02-06,Delivered,COD,Standard,3251.37,45.02,14008.65
ORD0132273,CUST026489,2025-02-10,Delivered,Net Banking,Standard,222.97,63.04,1170.07
ORD0132274,CUST026489,2025-02-13,Delivered,COD,Standard,1777.62,64.94,5412.32
ORD0132275,CUST026489,2025-02-19,Delivered,UPI,Standard,7881.72,0.0,29498.28
ORD0132276,CUST026489,2025-03-12,Delivered,UPI,Express,3133.47,110.84,16147.37
ORD0132277,CUST026489,2025-04-29,Delivered,UPI,Standard,536.07,57.81,4146.74
ORD0132278,CUST026489,2025-05-01,Delivered,COD,Express,8807.82,0.0,57442.18
ORD0132279,CUST026489,2025-05-07,Delivered,UPI,Standard,504.2,0.0,3310.8
ORD0132280,CUST026489,2025-06-26,Delivered,UPI,Express,260.82,100.09,1469.27
ORD0132281,CUST026489,2025-07-07,Delivered,COD,Express,168.19,113.41,3800.22
ORD0132282,CUST026489,2025-08-01,Delivered,Wallet,Express,5683.84,0.0,34996.16
ORD0132283,CUST026489,2025-09-07,Cancelled,EMI,Same Day,3509.87,0.0,12165.13
ORD0132284,CUST026490,2023-11-15,Delivered,Credit Card,Express,2405.8,0.0,10914.2
ORD0132285,CUST026490,2024-09-17,Delivered,UPI,Standard,180.16,41.08,670.92
ORD0132286,CUST026490,2025-02-09,Cancelled,UPI,Standard,220.29,70.21,759.92
ORD0132287,CUST026490,2025-11-29,Delivered,Credit Card,Express,825.78,0.0,4224.22
ORD0132288,CUST026490,2025-12-28,Returned,Wallet,Standard,243.44,49.82,996.38
ORD0132289,CUST026491,2024-02-05,Delivered,UPI,Express,25.79,122.66,396.87
ORD0132290,CUST026491,2025-11-19,Delivered,Debit Card,Standard,941.67,41.82,2535.15
ORD0132291,CUST026491,2025-12-02,Delivered,UPI,Standard,140.72,0.0,1559.28
ORD0132292,CUST026492,2025-03-22,Delivered,COD,Standard,131.08,51.08,6040.0
ORD0132293,CUST026492,2025-04-01,Delivered,Debit Card,Express,2481.0,0.0,18164.0
ORD0132294,CUST026493,2024-01-03,Returned,COD,Standard,2670.55,41.96,10916.41
ORD0132295,CUST026493,2024-05-02,Delivered,EMI,Standard,6003.76,31.13,36067.37
ORD0132296,CUST026494,2025-09-03,Delivered,COD,Standard,818.78,0.0,4601.22
ORD0132297,CUST026494,2025-10-30,Delivered,COD,Express,1003.23,108.43,1530.2
ORD0132298,CUST026494,2025-11-16,Delivered,UPI,Standard,812.03,60.34,2488.31
ORD0132299,CUST026495,2025-12-17,Delivered,UPI,Express,56.22,114.71,463.49
ORD0132300,CUST026499,2025-12-11,Delivered,Net Banking,Express,934.05,126.69,3027.64
ORD0132301,CUST026501,2025-10-12,Delivered,Credit Card,Standard,1213.88,0.0,10236.12
ORD0132302,CUST026502,2025-03-20,Delivered,Wallet,Standard,1632.02,40.13,10583.11
ORD0132303,CUST026502,2025-12-01,Delivered,Credit Card,Standard,144.33,61.25,686.92
ORD0132304,CUST026503,2024-12-27,Delivered,Net Banking,Standard,513.74,0.0,2376.26
ORD0132305,CUST026504,2023-03-11,Delivered,Debit Card,Standard,7164.06,45.67,40031.61
ORD0132306,CUST026504,2023-03-28,Delivered,COD,Standard,191.3,23.61,1792.31
ORD0132307,CUST026504,2023-09-23,Delivered,Net Banking,Standard,1346.26,34.03,16522.77
ORD0132308,CUST026504,2024-01-14,Delivered,COD,Standard,4130.06,0.0,16569.94
ORD0132309,CUST026504,2024-03-01,Delivered,EMI,Standard,374.14,0.0,2135.86
ORD0132310,CUST026504,2024-03-02,Delivered,UPI,Express,8.59,114.09,195.5
ORD0132311,CUST026504,2024-12-01,Delivered,UPI,Same Day,83.84,196.34,682.5
ORD0132312,CUST026504,2024-12-25,Returned,Wallet,Express,491.01,0.0,6148.99
ORD0132313,CUST026504,2025-03-18,Delivered,Wallet,Standard,208.21,42.91,1469.7
ORD0132314,CUST026504,2025-03-26,Returned,Net Banking,Standard,202.41,48.63,1246.22
ORD0132315,CUST026504,2025-05-12,Delivered,EMI,Same Day,3920.68,0.0,28714.32
ORD0132316,CUST026504,2025-06-21,Delivered,UPI,Standard,405.19,0.0,2344.81
ORD0132317,CUST026504,2025-10-27,Delivered,COD,Express,1283.92,0.0,2146.08
ORD0132318,CUST026504,2025-11-14,Delivered,UPI,Same Day,65.63,181.51,675.88
ORD0132319,CUST026505,2025-03-23,Delivered,COD,Express,256.1,0.0,1553.9
ORD0132320,CUST026505,2025-04-23,Delivered,Net Banking,Same Day,1561.54,0.0,10813.46
ORD0132321,CUST026505,2025-10-02,Delivered,Debit Card,Standard,752.17,0.0,1627.83
ORD0132322,CUST026505,2025-11-11,Delivered,UPI,Standard,13450.3,62.13,47861.83
ORD0132323,CUST026508,2024-09-05,Delivered,Wallet,Standard,1616.68,28.15,15151.47
ORD0132324,CUST026508,2024-10-04,Delivered,UPI,Standard,1631.02,50.33,4229.31
ORD0132325,CUST026508,2024-12-24,Delivered,UPI,Same Day,3731.96,189.05,26547.09
ORD0132326,CUST026508,2025-08-18,Delivered,COD,Standard,21.53,50.47,293.94
ORD0132327,CUST026508,2025-09-15,Delivered,Credit Card,Standard,205.8,45.42,1304.62
ORD0132328,CUST026509,2025-04-19,Delivered,COD,Express,781.08,0.0,5193.92
ORD0132329,CUST026509,2025-08-19,Returned,Credit Card,Express,4249.53,111.28,39011.75
ORD0132330,CUST026510,2025-09-26,Returned,Credit Card,Standard,365.13,0.0,1704.87
ORD0132331,CUST026510,2025-10-31,Delivered,UPI,Standard,2869.22,0.0,18945.78
ORD0132332,CUST026510,2025-11-05,Returned,UPI,Standard,1380.42,65.3,9324.88
ORD0132333,CUST026510,2025-11-11,Delivered,COD,Standard,454.6,54.92,2750.32
ORD0132334,CUST026511,2025-09-15,Delivered,Credit Card,Standard,784.79,0.0,4795.21
ORD0132335,CUST026511,2025-11-22,Delivered,COD,Standard,4025.44,0.0,11229.56
ORD0132336,CUST026512,2024-11-07,Delivered,UPI,Same Day,1592.23,0.0,10012.77
ORD0132337,CUST026512,2024-11-11,Delivered,UPI,Standard,3012.24,0.0,13047.76
ORD0132338,CUST026512,2024-11-28,Delivered,Credit Card,Standard,2182.32,0.0,12122.68
ORD0132339,CUST026512,2024-12-27,Delivered,UPI,Same Day,1514.84,0.0,20430.16
ORD0132340,CUST026512,2025-01-10,Delivered,Net Banking,Express,986.31,100.74,7549.43
ORD0132341,CUST026512,2025-02-05,Returned,COD,Standard,5126.65,34.11,21777.46
ORD0132342,CUST026512,2025-02-28,Delivered,COD,Standard,1890.6,0.0,12999.4
ORD0132343,CUST026512,2025-06-19,Delivered,UPI,Same Day,1799.83,0.0,67770.17
ORD0132344,CUST026512,2025-06-25,Delivered,COD,Standard,208.47,47.93,1094.46
ORD0132345,CUST026512,2025-07-23,Delivered,Debit Card,Express,3634.57,0.0,28205.43
ORD0132346,CUST026512,2025-08-01,Delivered,Credit Card,Express,12088.18,115.57,55277.39
ORD0132347,CUST026512,2025-08-05,Delivered,Debit Card,Standard,297.26,0.0,2372.74
ORD0132348,CUST026512,2025-08-15,Delivered,Credit Card,Same Day,3890.21,0.0,18299.79
ORD0132349,CUST026512,2025-09-08,Delivered,UPI,Standard,3107.12,0.0,22847.88
ORD0132350,CUST026512,2025-10-12,Delivered,UPI,Standard,1231.48,0.0,6513.52
ORD0132351,CUST026512,2025-10-25,Delivered,Credit Card,Express,1284.79,0.0,8655.21
ORD0132352,CUST026512,2025-10-28,Delivered,Credit Card,Express,5081.44,0.0,36988.56
ORD0132353,CUST026512,2025-10-30,Delivered,COD,Standard,4664.23,0.0,20755.77
ORD0132354,CUST026512,2025-11-01,Delivered,EMI,Standard,2616.3,0.0,9558.7
ORD0132355,CUST026512,2025-11-01,Delivered,Net Banking,Express,3742.01,0.0,28917.99
ORD0132356,CUST026512,2025-11-03,Delivered,UPI,Standard,2090.51,52.06,13006.55
ORD0132357,CUST026512,2025-11-05,Delivered,EMI,Express,2593.81,0.0,18306.19
ORD0132358,CUST026512,2025-11-11,Delivered,Net Banking,Standard,35.22,32.46,262.24
ORD0132359,CUST026512,2025-11-12,Delivered,Debit Card,Standard,726.88,0.0,3813.12
ORD0132360,CUST026512,2025-11-14,Returned,UPI,Express,5467.13,124.55,27917.42
ORD0132361,CUST026512,2025-12-12,Cancelled,Wallet,Express,630.66,111.06,5855.4
ORD0132362,CUST026512,2025-12-26,Returned,EMI,Standard,2529.85,34.85,24310.0
ORD0132363,CUST026513,2025-10-14,Delivered,Debit Card,Express,73.89,105.1,356.21
ORD0132364,CUST026514,2024-09-04,Delivered,Wallet,Express,1127.14,93.45,14506.31
ORD0132365,CUST026514,2024-09-27,Delivered,Credit Card,Same Day,523.44,188.92,4750.48
ORD0132366,CUST026514,2024-10-08,Returned,UPI,Express,2398.69,0.0,13951.31
ORD0132367,CUST026514,2024-10-27,Delivered,Wallet,Express,688.0,107.2,1339.2
ORD0132368,CUST026514,2024-11-12,Delivered,Wallet,Express,2533.58,90.62,8972.04
ORD0132369,CUST026514,2024-11-24,Delivered,UPI,Same Day,2263.3,190.29,6801.99
ORD0132370,CUST026514,2024-11-30,Delivered,Net Banking,Express,555.94,126.72,2895.78
ORD0132371,CUST026514,2024-12-03,Delivered,UPI,Express,999.54,103.45,5603.91
ORD0132372,CUST026514,2024-12-22,Delivered,Debit Card,Same Day,324.18,0.0,1735.82
ORD0132373,CUST026514,2025-01-05,Delivered,Debit Card,Same Day,175.08,203.02,777.94
ORD0132374,CUST026514,2025-01-27,Returned,COD,Standard,572.54,0.0,2352.46
ORD0132375,CUST026514,2025-03-07,Delivered,UPI,Express,6071.14,0.0,20813.86
ORD0132376,CUST026514,2025-08-11,Cancelled,Credit Card,Standard,3319.48,0.0,14270.52
ORD0132377,CUST026514,2025-09-14,Delivered,COD,Standard,1113.65,47.14,4063.49
ORD0132378,CUST026514,2025-10-06,Delivered,Credit Card,Standard,2928.74,37.78,16854.04
ORD0132379,CUST026514,2025-10-08,Delivered,Debit Card,Same Day,7386.13,0.0,41023.87
ORD0132380,CUST026514,2025-12-04,Delivered,UPI,Express,4594.56,0.0,23705.44
ORD0132381,CUST026514,2025-12-07,Delivered,COD,Express,7351.15,0.0,159218.85
ORD0132382,CUST026514,2025-12-15,Delivered,UPI,Standard,9633.59,42.96,57639.37
ORD0132383,CUST026516,2023-11-09,Delivered,Net Banking,Express,371.51,129.05,1387.54
ORD0132384,CUST026516,2024-01-06,Delivered,UPI,Express,1759.02,0.0,12215.98
ORD0132385,CUST026516,2024-04-13,Delivered,Net Banking,Same Day,1668.67,0.0,10101.33
ORD0132386,CUST026516,2024-05-27,Delivered,COD,Standard,331.72,0.0,1653.28
ORD0132387,CUST026516,2024-06-24,Delivered,Net Banking,Standard,261.69,44.53,1432.84
ORD0132388,CUST026516,2024-07-21,Returned,COD,Standard,3700.26,0.0,15949.74
ORD0132389,CUST026516,2024-08-12,Delivered,COD,Standard,3307.53,33.6,20846.07
ORD0132390,CUST026516,2025-03-30,Returned,Debit Card,Express,1390.7,0.0,7224.3
ORD0132391,CUST026516,2025-04-14,Delivered,Credit Card,Standard,50.86,56.03,605.17
ORD0132392,CUST026516,2025-04-22,Returned,UPI,Standard,469.2,39.74,3240.54
ORD0132393,CUST026516,2025-04-28,Delivered,EMI,Standard,31.18,51.7,415.52
ORD0132394,CUST026516,2025-06-17,Returned,Net Banking,Standard,1046.57,39.63,4693.06
ORD0132395,CUST026516,2025-08-17,Delivered,UPI,Standard,13953.64,0.0,81641.36
ORD0132396,CUST026516,2025-11-25,Delivered,UPI,Standard,1171.16,0.0,7533.84
ORD0132397,CUST026516,2025-12-19,Delivered,Wallet,Same Day,276.17,184.86,1598.69
ORD0132398,CUST026517,2025-11-25,Delivered,UPI,Standard,1787.54,0.0,5312.46
ORD0132399,CUST026518,2023-12-24,Delivered,UPI,Standard,449.29,0.0,4335.71
ORD0132400,CUST026518,2024-02-08,Delivered,Debit Card,Standard,3051.5,28.52,16002.02
ORD0132401,CUST026518,2024-03-23,Cancelled,Credit Card,Standard,100.74,50.56,1114.82
ORD0132402,CUST026518,2025-03-06,Delivered,COD,Standard,31.38,38.35,151.97
ORD0132403,CUST026518,2025-05-13,Delivered,UPI,Standard,1817.58,39.4,10631.82
ORD0132404,CUST026520,2025-01-04,Delivered,Credit Card,Standard,923.84,48.7,4004.86
ORD0132405,CUST026520,2025-03-29,Delivered,COD,Standard,109.71,49.78,1720.07
ORD0132406,CUST026520,2025-07-28,Delivered,UPI,Standard,1377.66,0.0,6967.34
ORD0132407,CUST026520,2025-08-31,Delivered,Debit Card,Express,70.57,99.47,453.9
ORD0132408,CUST026520,2025-10-11,Delivered,EMI,Standard,10241.01,22.6,62871.59
ORD0132409,CUST026520,2025-11-23,Delivered,COD,Standard,1633.45,0.0,3836.55
ORD0132410,CUST026520,2025-11-29,Delivered,Credit Card,Express,968.69,0.0,6966.31
ORD0132411,CUST026520,2025-12-29,Pending,Net Banking,Standard,101.22,49.17,562.95
ORD0132412,CUST026522,2025-08-23,Delivered,UPI,Standard,1282.59,0.0,4867.41
ORD0132413,CUST026522,2025-09-26,Returned,Debit Card,Standard,3367.53,0.0,25512.47
ORD0132414,CUST026523,2025-08-25,Cancelled,Debit Card,Standard,394.82,51.96,1487.14
ORD0132415,CUST026525,2023-06-23,Delivered,Credit Card,Standard,184.96,44.03,1559.07
ORD0132416,CUST026525,2023-12-25,Delivered,UPI,Standard,724.94,0.0,18250.06
ORD0132417,CUST026525,2024-10-28,Returned,EMI,Standard,353.1,31.89,1043.79
ORD0132418,CUST026525,2025-02-02,Cancelled,EMI,Standard,776.3,0.0,7698.7
ORD0132419,CUST026525,2025-09-21,Delivered,Net Banking,Express,2701.01,0.0,17503.99
